TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
120,2023-05-06,Headphones,Accessories,North,Offline,2,4032.87,8065.74,Net Banking,1281
121,2023-01-05,Smartphone,Electronics,South,Offline,1,4463.13,4463.13,Credit Card,1096
122,2023-03-26,Smart Watch,Wearables,North,Online,1,2068.95,2068.95,Credit Card,1098
123,2023-12-11,Backpack,Accessories,West,Offline,3,4153.82,12461.46,Credit Card,1245
124,2023-01-14,Headphones,Accessories,East,Online,1,4608.84,4608.84,UPI,1220
125,2023-02-10,Laptop,Electronics,West,Offline,5,2181.84,10909.2,UPI,1179
126,2023-10-31,Smartphone,Electronics,North,Online,2,802.94,1605.88,Cash,1135
127,2023-08-02,Backpack,Accessories,West,Offline,4,4912.39,19649.56,UPI,1067
128,2023-05-01,Headphones,Accessories,West,Offline,3,2735.28,8205.84,Net Banking,1119
129,2023-10-23,Headphones,Accessories,East,Offline,2,1653.82,3307.64,UPI,1285
130,2023-05-11,Smart Watch,Wearables,East,Online,5,1713.51,8567.55,Cash,1059
131,2023-07-29,Backpack,Accessories,South,Offline,4,1974.19,7896.76,Credit Card,1041
132,2023-11-25,Office Chair,Furniture,West,Online,1,2610.45,2610.45,Cash,1050
133,2023-03-12,Office Chair,Furniture,North,Online,4,2466.69,9866.76,Net Banking,1184
134,2023-01-17,Laptop,Electronics,South,Offline,1,744.74,744.74,UPI,1062
135,2023-04-01,Laptop,Electronics,East,Offline,5,2340.33,11701.65,Net Banking,1006
136,2023-09-25,Headphones,Accessories,South,Online,3,732.75,2198.25,Cash,1163
137,2023-02-08,Office Chair,Furniture,East,Offline,2,586.11,1172.22,Cash,1154
138,2023-10-24,Smart Watch,Wearables,West,Online,2,2809.34,5618.68,Cash,1077
139,2023-09-27,Backpack,Accessories,South,Offline,2,504.71,1009.42,UPI,1040
140,2023-02-18,Backpack,Accessories,East,Online,5,3762.9,18814.5,Net Banking,1102
141,2023-06-11,Headphones,Accessories,South,Offline,2,1540.5,3081.0,Credit Card,1179
142,2023-09-16,Headphones,Accessories,North,Offline,5,1750.6,8753.0,Net Banking,1266
143,2023-01-13,Office Chair,Furniture,West,Online,5,1553.22,7766.1,Net Banking,1002
144,2023-06-21,Backpack,Accessories,South,Offline,2,1434.42,2868.84,UPI,1155
145,2023-07-27,Laptop,Electronics,South,Offline,2,2813.2,5626.4,Credit Card,1067
146,2023-03-25,Smartphone,Electronics,North,Online,1,2281.12,2281.12,Cash,1099
147,2023-08-08,Smart Watch,Wearables,South,Offline,2,2253.66,4507.32,Cash,1058
148,2023-08-27,Smartphone,Electronics,East,Offline,1,2184.46,2184.46,Cash,1247
149,2023-10-14,Smart Watch,Wearables,South,Offline,3,838.55,2515.65,UPI,1141
150,2023-01-09,Smart Watch,Wearables,South,Online,5,3970.72,19853.6,Cash,1002
151,2023-10-22,Office Chair,Furniture,West,Offline,3,1594.17,4782.51,Credit Card,1029
152,2023-07-10,Headphones,Accessories,North,Offline,2,3148.43,6296.86,Cash,1027
153,2023-09-30,Smartphone,Electronics,East,Offline,2,2210.46,4420.92,Credit Card,1204
154,2023-02-05,Backpack,Accessories,East,Offline,4,966.1,3864.4,Cash,1186
155,2023-03-09,Headphones,Accessories,West,Offline,4,531.85,2127.4,Cash,1270
156,2023-06-11,Backpack,Accessories,West,Online,1,2772.92,2772.92,Credit Card,1075
157,2023-03-04,Backpack,Accessories,East,Online,5,1953.82,9769.1,Net Banking,1207
158,2023-03-28,Backpack,Accessories,South,Offline,3,4279.72,12839.16,Net Banking,1260
159,2023-10-29,Smartphone,Electronics,North,Offline,4,1607.32,6429.28,UPI,1037
160,2023-10-18,Smart Watch,Wearables,South,Offline,4,2471.39,9885.56,Cash,1038
161,2023-01-28,Smart Watch,Wearables,West,Online,2,1932.63,3865.26,Cash,1104
162,2023-03-24,Laptop,Electronics,East,Online,4,1546.28,6185.12,Credit Card,1224
163,2023-11-04,Smart Watch,Wearables,West,Online,4,2424.84,9699.36,Net Banking,1294
164,2023-04-15,Headphones,Accessories,West,Online,1,2987.04,2987.04,Cash,1052
165,2023-05-02,Backpack,Accessories,West,Online,4,2853.08,11412.32,Credit Card,1199
166,2023-01-04,Headphones,Accessories,North,Offline,5,2622.25,13111.25,Net Banking,1192
167,2023-07-01,Laptop,Electronics,South,Online,2,2143.5,4287.0,Cash,1092
168,2023-07-21,Headphones,Accessories,South,Online,2,4174.64,8349.28,UPI,1187
169,2023-07-08,Headphones,Accessories,East,Offline,5,915.34,4576.7,Net Banking,1034
170,2023-06-17,Office Chair,Furniture,East,Offline,5,2185.25,10926.25,UPI,1120
171,2023-10-31,Smartphone,Electronics,West,Online,4,4349.63,17398.52,Credit Card,1021
172,2023-10-06,Backpack,Accessories,North,Offline,3,1487.0,4461.0,Credit Card,1009
173,2023-05-29,Headphones,Accessories,West,Online,1,4072.02,4072.02,Credit Card,1277
174,2023-10-27,Laptop,Electronics,North,Online,1,3431.57,3431.57,UPI,1185
175,2023-10-19,Smartphone,Electronics,North,Offline,5,3037.51,15187.55,Cash,1142
176,2023-03-22,Smart Watch,Wearables,North,Online,3,3046.37,9139.11,UPI,1061
177,2023-12-24,Headphones,Accessories,West,Online,1,4463.13,4463.13,Credit Card,1145
178,2023-03-05,Office Chair,Furniture,North,Online,5,3942.66,19713.3,Net Banking,1167
179,2023-12-02,Laptop,Electronics,West,Online,5,1193.02,5965.1,Cash,1217
180,2023-03-09,Headphones,Accessories,South,Offline,4,2476.11,9904.44,UPI,1038
181,2023-01-10,Backpack,Accessories,East,Offline,2,3700.9,7401.8,Cash,1069
182,2023-11-21,Smartphone,Electronics,West,Offline,1,1061.86,1061.86,Cash,1051
183,2023-10-13,Smartphone,Electronics,South,Offline,4,4657.4,18629.6,UPI,1205
184,2023-10-25,Office Chair,Furniture,North,Online,1,1548.46,1548.46,Credit Card,1187
185,2023-08-30,Headphones,Accessories,South,Offline,5,1880.91,9404.55,Net Banking,1061
186,2023-07-05,Laptop,Electronics,North,Online,1,1453.05,1453.05,UPI,1126
187,2023-03-24,Backpack,Accessories,South,Online,2,3270.2,6540.4,Credit Card,1117
188,2023-04-25,Headphones,Accessories,West,Offline,4,735.85,2943.4,Net Banking,1247
189,2023-08-12,Laptop,Electronics,West,Offline,5,1058.03,5290.15,Cash,1185
190,2023-05-07,Smart Watch,Wearables,South,Online,5,973.81,4869.05,Cash,1019
191,2023-10-14,Smart Watch,Wearables,East,Online,5,4547.55,22737.75,UPI,1220
192,2023-03-23,Laptop,Electronics,East,Online,1,2314.45,2314.45,Credit Card,1228
193,2023-03-11,Smartphone,Electronics,South,Offline,1,912.07,912.07,Credit Card,1226
194,2023-05-06,Headphones,Accessories,East,Online,3,3062.18,9186.54,Credit Card,1071
195,2023-06-27,Laptop,Electronics,North,Offline,3,1915.8,5747.4,Credit Card,1148
196,2023-07-25,Office Chair,Furniture,South,Offline,5,3472.4,17362.0,Credit Card,1122
197,2023-08-05,Laptop,Electronics,South,Online,2,700.54,1401.08,UPI,1292
198,2023-08-03,Smart Watch,Wearables,West,Offline,5,2544.46,12722.3,Net Banking,1276
199,2023-12-20,Smart Watch,Wearables,East,Online,2,4137.88,8275.76,Cash,1284
200,2023-12-31,Office Chair,Furniture,East,Offline,2,3504.61,7009.22,Cash,1086
201,2023-03-26,Headphones,Accessories,East,Online,2,3294.5,6589.0,UPI,1117
202,2023-01-20,Laptop,Electronics,West,Online,5,1819.03,9095.15,Net Banking,1280
203,2023-07-11,Smartphone,Electronics,West,Offline,4,1956.77,7827.08,Credit Card,1186
204,2023-04-09,Laptop,Electronics,East,Online,4,1682.85,6731.4,Credit Card,1178
205,2023-07-31,Smart Watch,Wearables,North,Offline,4,1746.26,6985.04,Credit Card,1106
206,2023-05-03,Office Chair,Furniture,North,Online,3,4134.21,12402.63,Credit Card,1124
207,2023-05-30,Smart Watch,Wearables,West,Online,3,4197.63,12592.89,UPI,1249
208,2023-06-29,Office Chair,Furniture,South,Offline,5,3110.19,15550.95,Cash,1007
209,2023-06-23,Backpack,Accessories,East,Offline,1,2810.13,2810.13,Net Banking,1272
210,2023-05-17,Laptop,Electronics,West,Online,4,2654.74,10618.96,Net Banking,1143
211,2023-08-05,Laptop,Electronics,East,Online,1,1893.92,1893.92,Credit Card,1075
212,2023-11-03,Backpack,Accessories,West,Online,1,4055.25,4055.25,UPI,1038
213,2023-08-27,Backpack,Accessories,East,Offline,4,1779.89,7119.56,UPI,1100
214,2023-08-07,Smart Watch,Wearables,West,Offline,4,2676.51,10706.04,Cash,1132
215,2023-06-11,Smart Watch,Wearables,North,Offline,2,2044.67,4089.34,Net Banking,1014
216,2023-05-30,Backpack,Accessories,East,Online,3,1220.47,3661.41,UPI,1137
217,2023-07-13,Laptop,Electronics,East,Online,2,3269.81,6539.62,UPI,1251
218,2023-04-30,Smart Watch,Wearables,South,Offline,1,2242.16,2242.16,UPI,1281
219,2023-08-09,Smart Watch,Wearables,North,Offline,1,1413.23,1413.23,Cash,1249
220,2023-01-27,Office Chair,Furniture,South,Online,5,1545.82,7729.1,Net Banking,1203
221,2023-02-22,Headphones,Accessories,South,Online,1,1686.12,1686.12,Net Banking,1236
222,2023-09-14,Smart Watch,Wearables,North,Online,4,2669.92,10679.68,UPI,1255
223,2023-08-08,Headphones,Accessories,South,Online,3,4672.02,14016.06,Credit Card,1294
224,2023-03-20,Office Chair,Furniture,North,Online,4,1366.47,5465.88,Credit Card,1227
225,2023-05-04,Backpack,Accessories,East,Online,3,1882.16,5646.48,Net Banking,1196
226,2023-12-18,Headphones,Accessories,East,Offline,1,988.59,988.59,Cash,1172
227,2023-12-10,Backpack,Accessories,East,Offline,3,1404.49,4213.47,UPI,1207
228,2023-06-15,Office Chair,Furniture,North,Online,3,2981.28,8943.84,Cash,1087
229,2023-11-06,Backpack,Accessories,South,Online,3,1944.32,5832.96,Net Banking,1258
230,2023-09-15,Headphones,Accessories,North,Online,2,3029.57,6059.14,UPI,1149
231,2023-04-01,Laptop,Electronics,West,Online,1,1050.63,1050.63,Cash,1020
232,2023-01-22,Backpack,Accessories,North,Online,5,1447.83,7239.15,UPI,1013
233,2023-07-03,Office Chair,Furniture,East,Offline,1,2867.4,2867.4,UPI,1134
234,2023-07-30,Headphones,Accessories,East,Offline,2,549.83,1099.66,Cash,1038
235,2023-08-03,Smart Watch,Wearables,South,Offline,1,3494.06,3494.06,Net Banking,1031
236,2023-01-28,Smart Watch,Wearables,North,Offline,2,2863.04,5726.08,Net Banking,1101
237,2023-04-21,Office Chair,Furniture,North,Offline,4,1341.99,5367.96,Cash,1125
238,2023-05-02,Smart Watch,Wearables,East,Online,1,4210.35,4210.35,UPI,1006
239,2023-04-05,Backpack,Accessories,West,Offline,4,2959.45,11837.8,Cash,1099
240,2023-12-15,Backpack,Accessories,West,Online,1,2442.59,2442.59,UPI,1023
241,2023-08-10,Headphones,Accessories,West,Offline,1,2015.87,2015.87,UPI,1010
242,2023-03-21,Backpack,Accessories,East,Offline,5,3100.38,15501.9,Credit Card,1121
243,2023-07-21,Office Chair,Furniture,West,Online,5,4520.92,22604.6,UPI,1019
244,2023-06-03,Headphones,Accessories,East,Offline,5,1619.86,8099.3,Net Banking,1111
245,2023-07-06,Backpack,Accessories,North,Offline,4,3860.13,15440.52,Net Banking,1214
246,2023-06-27,Smart Watch,Wearables,West,Online,2,3145.33,6290.66,Net Banking,1222
247,2023-02-08,Smart Watch,Wearables,South,Online,5,2010.77,10053.85,Cash,1127
248,2023-01-31,Smart Watch,Wearables,North,Online,4,2610.33,10441.32,Net Banking,1111
249,2023-02-06,Smartphone,Electronics,West,Offline,4,1094.07,4376.28,Cash,1127
250,2023-08-06,Smartphone,Electronics,South,Online,4,4824.82,19299.28,Credit Card,1231
251,2023-03-10,Headphones,Accessories,East,Offline,4,1286.18,5144.72,UPI,1227
252,2023-11-29,Headphones,Accessories,East,Online,5,1968.86,9844.3,UPI,1287
253,2023-07-23,Office Chair,Furniture,North,Online,4,980.57,3922.28,UPI,1155
254,2023-12-15,Laptop,Electronics,East,Online,5,1691.2,8456.0,Net Banking,1099
255,2023-06-28,Headphones,Accessories,North,Online,2,4620.02,9240.04,Cash,1271
256,2023-12-02,Headphones,Accessories,East,Offline,1,3546.05,3546.05,Cash,1143
257,2023-04-01,Smart Watch,Wearables,South,Offline,4,3986.91,15947.64,Net Banking,1251
258,2023-01-03,Headphones,Accessories,South,Offline,3,1307.6,3922.8,Credit Card,1226
259,2023-06-02,Backpack,Accessories,North,Offline,5,2249.0,11245.0,Cash,1105
260,2023-11-14,Smart Watch,Wearables,West,Offline,1,690.8,690.8,Credit Card,1055
261,2023-04-22,Smartphone,Electronics,South,Online,4,1744.61,6978.44,Credit Card,1134
262,2023-03-18,Smartphone,Electronics,South,Online,1,4805.87,4805.87,Net Banking,1300
263,2023-10-03,Smartphone,Electronics,North,Online,4,2836.07,11344.28,Credit Card,1149
264,2023-04-19,Office Chair,Furniture,East,Online,1,1505.01,1505.01,Credit Card,1156
265,2023-04-03,Smartphone,Electronics,East,Offline,1,3110.0,3110.0,Cash,1268
266,2023-04-01,Laptop,Electronics,East,Online,2,1140.96,2281.92,Cash,1067
267,2023-01-11,Smart Watch,Wearables,West,Offline,1,2844.3,2844.3,Credit Card,1269
268,2023-07-30,Office Chair,Furniture,East,Online,4,4908.98,19635.92,Net Banking,1019
269,2023-06-29,Backpack,Accessories,North,Offline,2,1689.9,3379.8,Credit Card,1286
270,2023-12-26,Smartphone,Electronics,South,Offline,4,4360.36,17441.44,UPI,1122
271,2023-02-17,Headphones,Accessories,East,Online,3,3433.8,10301.4,UPI,1027
272,2023-07-28,Headphones,Accessories,East,Offline,5,3948.84,19744.2,Credit Card,1138
273,2023-09-14,Headphones,Accessories,East,Online,2,4963.1,9926.2,Net Banking,1106
274,2023-01-25,Smartphone,Electronics,North,Offline,3,1172.72,3518.16,Credit Card,1110
275,2023-01-10,Laptop,Electronics,North,Online,3,972.7,2918.1,UPI,1130
276,2023-01-19,Backpack,Accessories,West,Online,5,2828.48,14142.4,Credit Card,1134
277,2023-10-09,Smart Watch,Wearables,North,Online,3,4736.52,14209.56,Net Banking,1079
278,2023-04-08,Headphones,Accessories,South,Offline,3,3098.68,9296.04,Net Banking,1256
279,2023-07-03,Headphones,Accessories,West,Online,4,4157.72,16630.88,Net Banking,1024
280,2023-11-21,Backpack,Accessories,West,Offline,4,2521.01,10084.04,Cash,1108
281,2023-01-22,Smart Watch,Wearables,East,Online,5,1384.79,6923.95,Net Banking,1025
282,2023-02-02,Smart Watch,Wearables,South,Offline,1,4434.25,4434.25,Net Banking,1250
283,2023-10-18,Office Chair,Furniture,West,Offline,5,3658.26,18291.3,Credit Card,1173
284,2023-05-07,Office Chair,Furniture,North,Online,5,3011.9,15059.5,UPI,1014
285,2023-04-16,Smartphone,Electronics,West,Online,1,1944.32,1944.32,Cash,1076
286,2023-08-05,Office Chair,Furniture,West,Offline,3,1500.8,4502.4,UPI,1085
287,2023-07-07,Laptop,Electronics,East,Offline,2,3740.57,7481.14,Cash,1285
288,2023-01-03,Office Chair,Furniture,West,Online,5,2575.82,12879.1,Credit Card,1199
289,2023-05-16,Office Chair,Furniture,North,Online,4,840.13,3360.52,Net Banking,1123
290,2023-09-29,Smart Watch,Wearables,South,Offline,2,3886.75,7773.5,Cash,1224
291,2023-09-28,Backpack,Accessories,North,Online,2,2370.23,4740.46,UPI,1276
292,2023-07-03,Office Chair,Furniture,East,Online,3,1187.4,3562.2,Cash,1161
293,2023-08-20,Headphones,Accessories,South,Online,1,1891.25,1891.25,Net Banking,1291
294,2023-10-10,Headphones,Accessories,North,Offline,2,3377.01,6754.02,Cash,1194
295,2023-08-17,Office Chair,Furniture,West,Offline,4,4015.59,16062.36,Credit Card,1024
296,2023-02-09,Smartphone,Electronics,West,Offline,1,3291.56,3291.56,Net Banking,1215
297,2023-12-24,Headphones,Accessories,East,Offline,4,3904.86,15619.44,Cash,1119
298,2023-10-13,Laptop,Electronics,West,Online,4,2352.8,9411.2,Cash,1015
299,2023-03-22,Office Chair,Furniture,North,Online,4,1812.18,7248.72,Credit Card,1109
300,2023-09-12,Smartphone,Electronics,South,Online,1,4574.24,4574.24,Cash,1190
301,2023-09-07,Smartphone,Electronics,South,Offline,1,1621.81,1621.81,Credit Card,1126
302,2023-09-30,Smart Watch,Wearables,East,Offline,5,4505.73,22528.65,Credit Card,1246
303,2023-03-24,Backpack,Accessories,North,Online,1,4196.76,4196.76,Credit Card,1210
304,2023-08-03,Backpack,Accessories,North,Offline,4,4176.09,16704.36,UPI,1193
305,2023-01-30,Laptop,Electronics,North,Online,1,3875.01,3875.01,UPI,1272
306,2023-01-05,Headphones,Accessories,South,Online,3,3199.64,9598.92,Cash,1257
307,2023-07-27,Office Chair,Furniture,West,Offline,3,4213.08,12639.24,UPI,1076
308,2023-11-10,Office Chair,Furniture,West,Online,4,3683.32,14733.28,Credit Card,1164
